Country_Name,Market_Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply
Congo (Kinshasa),2004,55,249,0,226,200,127,249,0,0,350,0,0,295,200,0,0,0,576,576
Congo (Kinshasa),2005,58,127,0,127,200,60,127,0,0,260,0,0,202,200,0,0,0,387,387
Congo (Kinshasa),2006,54,105,0,60,175,16,105,0,0,236,0,0,182,175,0,0,0,296,296
Congo (Kinshasa),2007,100,78,0,16,175,43,78,0,0,280,0,0,180,175,0,0,0,296,296
Congo (Kinshasa),2008,115,110,0,43,200,48,110,0,0,315,0,0,200,200,0,0,0,358,358
Congo (Kinshasa),2009,100,117,0,48,200,31,117,0,0,300,0,0,200,200,0,0,0,348,348
Congo (Kinshasa),2010,105,102,0,31,200,34,102,0,0,305,0,0,200,200,0,0,0,336,336
Congo (Kinshasa),2011,100,75,0,34,200,24,75,0,0,265,0,0,165,200,0,0,0,299,299
Congo (Kinshasa),2012,90,69,0,24,200,10,69,0,0,255,0,0,165,200,0,0,0,279,279
Congo (Kinshasa),2013,80,59,0,10,171,10,59,0,0,230,0,0,150,171,0,0,0,240,240
Congo (Kinshasa),2014,70,70,0,10,170,10,70,0,0,240,0,0,170,170,0,0,0,250,250
Congo (Kinshasa),2015,70,75,0,10,145,10,75,0,0,220,0,0,150,145,0,0,0,230,230
Congo (Kinshasa),2016,70,70,0,10,155,5,70,0,0,220,0,0,150,155,0,0,0,230,230
Congo (Kinshasa),2017,70,80,0,5,150,5,80,0,0,230,0,0,160,150,0,0,0,235,235
Congo (Kinshasa),2018,75,95,0,5,160,0,95,0,0,250,0,0,175,160,0,0,0,255,255
Congo (Kinshasa),2019,70,90,0,0,130,0,90,0,0,220,0,0,150,130,0,0,0,220,220
Congo (Kinshasa),2020,75,100,0,0,150,0,100,0,0,250,0,0,175,150,0,0,0,250,250
Costa Rica,1961,951,825,0,97,106,117,825,0,0,951,0,0,0,106,0,0,0,1048,1048
Costa Rica,1962,1073,974,0,117,110,106,974,0,0,1073,0,0,0,110,0,0,0,1190,1190
Costa Rica,1963,952,901,0,106,113,44,901,0,0,952,0,0,0,113,0,0,0,1058,1058
Costa Rica,1964,1043,921,0,44,117,49,921,0,0,1043,0,0,0,117,0,0,0,1087,1087
Costa Rica,1965,845,702,0,49,120,72,702,0,0,845,0,0,0,120,0,0,0,894,894
Costa Rica,1966,1001,904,0,72,124,45,904,0,0,1001,0,0,0,124,0,0,0,1073,1073
Costa Rica,1967,1164,1002,0,45,128,79,1002,0,0,1164,0,0,0,128,0,0,0,1209,1209
Costa Rica,1968,1313,1230,0,79,132,30,1230,0,0,1313,0,0,0,132,0,0,0,1392,1392
Costa Rica,1969,1228,1112,0,30,136,10,1112,0,0,1228,0,0,0,136,0,0,0,1258,1258
Costa Rica,1970,1403,1067,0,10,140,206,1067,0,0,1403,0,0,0,140,0,0,0,1413,1413
Costa Rica,1971,1295,1020,0,206,144,337,1020,0,0,1295,0,0,0,144,0,0,0,1501,1501
Costa Rica,1972,1551,1216,0,337,149,523,1216,0,0,1551,0,0,0,149,0,0,0,1888,1888
Costa Rica,1973,1266,1456,0,523,153,180,1456,0,0,1266,0,0,0,153,0,0,0,1789,1789
Costa Rica,1974,1539,1337,0,180,158,224,1337,0,0,1539,0,0,0,158,0,0,0,1719,1719
Costa Rica,1975,1430,1396,0,224,153,89,1412,0,0,1430,16,0,0,153,0,0,0,1654,1654
Costa Rica,1976,1276,992,0,89,172,176,1017,0,0,1276,25,0,0,172,0,0,0,1365,1365
Costa Rica,1977,1331,1129,0,176,184,108,1215,0,0,1331,86,0,0,184,0,0,0,1507,1507
Costa Rica,1978,1449,1267,4,108,185,105,1271,4,0,1449,4,0,0,185,0,0,0,1561,1561
Costa Rica,1979,1749,1526,3,105,216,109,1532,3,0,1749,6,0,0,216,0,0,0,1857,1857
Costa Rica,1980,1522,1320,2,109,211,97,1325,2,0,1522,5,0,0,211,0,0,0,1633,1633
Costa Rica,1981,2140,1563,1,97,208,465,1565,1,0,2140,2,0,0,208,0,0,0,2238,2238
Costa Rica,1982,1782,1543,0,465,243,419,1585,0,0,1782,41,0,0,243,0,1,0,2247,2247
Costa Rica,1983,2300,1507,0,419,223,960,1536,0,0,2300,29,0,0,223,0,0,0,2719,2719
Costa Rica,1984,2070,1762,0,960,233,1015,1782,0,0,2070,20,0,0,233,0,0,0,3030,3030
Costa Rica,1985,2516,2051,0,1015,235,1213,2083,0,0,2516,32,0,0,235,0,0,0,3531,3531
Costa Rica,1986,1514,1446,0,1213,238,1003,1486,0,0,1514,40,0,0,238,0,0,0,2727,2727
Costa Rica,1987,2566,2432,0,1003,242,855,2472,0,0,2566,40,0,0,242,0,0,0,3569,3569
Costa Rica,1988,2375,2008,0,855,235,953,2042,0,0,2375,34,0,0,230,5,0,0,3230,3230
Costa Rica,1989,2758,2298,0,953,250,1163,2298,0,0,2758,0,0,0,245,5,0,0,3711,3711
Costa Rica,1990,2453,2377,0,1163,255,984,2377,0,0,2453,0,0,0,250,5,0,0,3616,3616
Costa Rica,1991,2565,2325,0,984,260,964,2325,0,0,2565,0,0,0,255,5,0,0,3549,3549
Costa Rica,1992,2530,2275,0,964,260,959,2275,0,0,2530,0,0,0,255,5,0,0,3494,3494
Costa Rica,1993,2620,2662,0,959,255,662,2662,0,0,2620,0,0,0,250,5,0,0,3579,3579
Costa Rica,1994,2475,2071,0,662,250,816,2071,0,0,2475,0,0,0,245,5,0,0,3137,3137
Costa Rica,1995,2492,1828,0,816,240,1240,1828,0,0,2492,0,0,0,235,5,0,0,3308,3308
Costa Rica,1996,2595,2451,0,1240,235,1149,2451,0,0,2595,0,0,0,230,5,0,0,3835,3835
Costa Rica,1997,2376,2067,0,1149,246,1212,2067,0,0,2376,0,0,0,241,5,0,0,3525,3525
Costa Rica,1998,2455,2150,0,1212,305,1212,2150,0,0,2455,0,0,0,300,5,0,0,3667,3667
Costa Rica,1999,2459,2115,0,1212,305,1251,2115,0,0,2459,0,0,0,300,5,0,0,3671,3671
Costa Rica,2000,2688,2174,0,1251,341,1424,2174,0,0,2688,0,0,0,336,5,0,0,3939,3939
Costa Rica,2001,2502,2581,0,1424,345,1000,2581,0,0,2502,0,0,0,340,5,0,0,3926,3926
Costa Rica,2002,2338,2488,0,1000,350,500,2488,0,0,2338,0,0,0,345,5,0,0,3338,3338
Costa Rica,2003,2207,2202,2,500,309,200,2212,14,0,2207,8,0,0,297,12,2,12,2721,2721
Costa Rica,2004,2106,1829,2,200,278,200,1839,11,0,2106,9,0,0,269,9,1,9,2317,2317
Costa Rica,2005,1907,1542,2,200,368,200,1552,13,0,1907,9,3,0,360,8,1,8,2120,2120
Costa Rica,2006,1751,1388,1,200,368,200,1397,14,0,1751,9,0,0,355,13,0,13,1965,1965
Costa Rica,2007,1782,1582,3,200,321,77,1605,21,0,1782,12,0,0,303,18,11,18,2003,2003
Costa Rica,2008,1867,1640,4,77,222,76,1666,20,0,1867,11,0,0,206,16,15,16,1964,1964
Costa Rica,2009,1580,1385,15,76,265,26,1398,33,0,1580,11,0,0,247,18,2,18,1689,1689
Costa Rica,2010,1475,1200,130,26,306,125,1217,147,0,1475,14,0,0,289,17,3,17,1648,1648
Costa Rica,2011,1575,1255,175,125,433,200,1264,197,0,1575,9,0,0,411,22,0,22,1897,1897
Costa Rica,2012,1775,1455,61,200,359,240,1465,89,0,1775,10,6,0,337,22,0,22,2064,2064
Costa Rica,2013,1675,1400,20,240,369,190,1411,55,0,1675,11,11,0,345,24,0,24,1970,1970
Costa Rica,2014,1450,1225,170,190,455,130,1265,210,0,1450,40,12,0,427,28,0,28,1850,1850
Costa Rica,2015,1400,1170,115,130,397,114,1180,161,0,1400,10,12,0,363,34,0,34,1691,1691
Costa Rica,2016,1625,1210,140,114,385,316,1220,182,0,1625,10,12,0,355,30,0,30,1921,1921
Costa Rica,2017,1300,1110,85,316,390,226,1120,120,0,1300,10,10,0,365,25,0,25,1736,1736
Costa Rica,2018,1525,1205,60,226,377,256,1210,92,0,1525,5,5,0,350,27,0,27,1843,1843
Costa Rica,2019,1300,1070,100,256,420,186,1080,130,0,1300,10,5,0,395,25,0,25,1686,1686
Costa Rica,2020,1375,1150,70,186,385,116,1160,100,0,1375,10,5,0,360,25,0,25,1661,1661
Cote d'Ivoire,1961,0,2632,0,847,2,1349,2632,2,0,3134,0,0,3134,1,1,0,2,3983,3983
Cote d'Ivoire,1962,0,2657,0,1349,150,151,2658,2,0,1608,1,0,1608,149,1,0,2,2959,2959
Cote d'Ivoire,1963,0,2609,0,151,6,664,2621,0,0,3140,2,0,3140,5,1,10,0,3291,3291
Cote d'Ivoire,1964,0,3555,0,664,6,1364,3569,0,0,4275,2,0,4275,4,2,12,0,4939,4939
Cote d'Ivoire,1965,0,2670,0,1364,9,2009,2688,0,0,3342,4,0,3342,6,3,14,0,4706,4706
Cote d'Ivoire,1966,0,2911,0,2009,884,2527,2941,0,0,4343,6,0,4343,880,4,24,0,6352,6352
Cote d'Ivoire,1967,0,2743,0,2527,1550,207,2780,0,0,2010,7,0,2010,1542,8,30,0,4537,4537
Cote d'Ivoire,1968,0,3280,0,207,12,1592,3315,0,0,4712,6,0,4712,7,5,29,0,4919,4919
Cote d'Ivoire,1969,0,2875,0,1592,1270,715,2935,0,0,3328,10,0,3328,1261,9,50,0,4920,4920
Cote d'Ivoire,1970,0,3068,0,715,401,1597,3131,0,0,4414,9,0,4414,391,10,54,0,5129,5129
Cote d'Ivoire,1971,0,3297,0,1597,538,1687,3368,0,0,3996,7,0,3996,527,11,64,0,5593,5593
Cote d'Ivoire,1972,0,3736,0,1687,24,2409,3798,0,0,4544,8,0,4544,12,12,54,0,6231,6231
Cote d'Ivoire,1973,0,3537,0,2409,41,2766,3609,0,0,4007,9,0,4007,28,13,63,0,6416,6416
Cote d'Ivoire,1974,0,4375,0,2766,1180,1488,4466,0,0,4368,7,0,4368,1165,15,84,0,7134,7134
Cote d'Ivoire,1975,0,3463,0,1488,848,1567,3559,0,0,4486,3,0,4486,831,17,93,0,5974,5974
Cote d'Ivoire,1976,0,5447,0,1567,159,1135,5539,0,0,5266,4,0,5266,143,16,88,0,6833,6833
Cote d'Ivoire,1977,0,4520,0,1135,85,1310,4607,0,0,4867,6,0,4867,71,14,81,0,6002,6002
Cote d'Ivoire,1978,0,3719,0,1310,36,578,3819,0,0,3123,5,0,3123,23,13,95,0,4433,4433
Cote d'Ivoire,1979,0,4555,0,578,18,642,4660,0,0,4742,5,0,4742,7,11,100,0,5320,5320
Cote d'Ivoire,1980,0,3086,0,642,19,1320,3276,0,0,3973,5,0,3973,8,11,185,0,4615,4615
Cote d'Ivoire,1981,0,3524,0,1320,20,3696,3694,0,0,6090,5,0,6090,8,12,165,0,7410,7410
Cote d'Ivoire,1982,0,4707,0,3696,21,2908,4927,0,0,4160,4,0,4160,11,10,216,0,7856,7856
Cote d'Ivoire,1983,0,3940,0,2908,23,3192,4203,0,0,4510,5,0,4510,13,10,258,0,7418,7418
Cote d'Ivoire,1984,0,4046,0,3192,25,324,4263,0,0,1420,4,0,1420,14,11,213,0,4612,4612
Cote d'Ivoire,1985,0,3603,0,324,27,1050,3856,0,0,4609,4,0,4609,17,10,249,0,4933,4933
Cote d'Ivoire,1986,0,4054,0,1050,29,1153,4288,0,0,4420,4,0,4420,18,11,230,0,5470,5470
Cote d'Ivoire,1987,0,2404,0,1153,30,2877,2651,0,0,4405,3,0,4405,19,11,244,0,5558,5558
Cote d'Ivoire,1988,0,3381,0,2877,32,2371,3577,0,0,3103,2,0,3103,20,12,194,0,5980,5980
Cote d'Ivoire,1989,0,2710,0,2371,32,2849,3479,0,0,3989,3,0,3989,17,15,766,0,6360,6360
Cote d'Ivoire,1990,0,3004,0,2849,34,4199,3350,0,0,4734,2,0,4734,18,16,344,0,7583,7583
Cote d'Ivoire,1991,0,3874,0,4199,36,3290,4173,0,0,3300,2,0,3300,19,17,297,0,7499,7499
Cote d'Ivoire,1992,0,2445,0,3290,38,4447,2772,0,0,3967,2,0,3967,20,18,325,0,7257,7257
Cote d'Ivoire,1993,0,4297,0,4447,39,2368,4540,0,0,2500,1,0,2500,20,19,242,0,6947,6947
Cote d'Ivoire,1994,0,4246,0,2368,39,513,4516,0,0,2700,3,0,2700,20,19,267,0,5068,5068
Cote d'Ivoire,1995,0,2425,0,513,46,1678,2522,0,0,3733,3,0,3733,22,24,94,0,4246,4246
Cote d'Ivoire,1996,0,2627,0,1678,48,1499,3031,0,0,2900,4,0,2900,23,25,400,0,4578,4578
Cote d'Ivoire,1997,0,3553,0,1499,51,2915,3866,0,0,5333,2,0,5333,25,26,311,0,6832,6832
Cote d'Ivoire,1998,0,4651,0,2915,55,1885,5055,0,0,4080,3,0,4080,27,28,401,0,6995,6995
Cote d'Ivoire,1999,0,2127,0,1885,58,1504,2540,0,0,2217,2,0,2217,28,30,411,0,4102,4102
Cote d'Ivoire,2000,0,5354,0,1504,60,1347,5797,0,0,5700,3,0,5700,29,31,440,0,7204,7204
Cote d'Ivoire,2001,0,3660,0,1347,62,2340,4045,0,0,5100,3,0,5100,30,32,382,0,6447,6447
Cote d'Ivoire,2002,0,2615,0,2340,64,2786,3058,0,0,3568,3,0,3568,31,33,440,0,5908,5908
Cote d'Ivoire,2003,0,2845,0,2786,633,700,3278,0,0,1825,4,0,1825,600,33,429,0,4611,4611
Cote d'Ivoire,2004,0,2376,0,700,500,267,2622,0,0,2689,0,0,2689,500,0,246,0,3389,3389
Cote d'Ivoire,2005,0,1190,0,267,300,378,1390,0,0,1801,0,0,1801,300,0,200,0,2068,2068
Cote d'Ivoire,2006,0,1700,0,378,300,130,2010,0,0,2062,0,0,2062,300,0,310,0,2440,2440
Cote d'Ivoire,2007,0,1710,0,130,300,182,2095,0,0,2447,0,0,2447,300,0,385,0,2577,2577
Cote d'Ivoire,2008,0,1550,0,182,300,90,1890,0,0,2098,0,0,2098,300,0,340,0,2280,2280
Cote d'Ivoire,2009,0,1180,0,90,300,88,1555,0,0,1853,0,0,1853,300,0,375,0,1943,1943
Cote d'Ivoire,2010,0,1755,0,88,300,93,2045,0,0,2350,0,0,2350,300,0,290,0,2438,2438
Cote d'Ivoire,2011,0,725,0,93,300,408,985,0,0,1600,0,0,1600,300,0,260,0,1693,1693
Cote d'Ivoire,2012,0,1290,0,408,300,88,1620,0,0,1600,0,0,1600,300,0,330,0,2008,2008
Cote d'Ivoire,2013,0,1340,0,88,108,50,1680,0,0,1750,0,0,1750,108,0,340,0,1838,1838
Cote d'Ivoire,2014,0,1250,0,50,100,55,1570,0,0,1675,0,0,1675,100,0,320,0,1725,1725
Cote d'Ivoire,2015,0,1050,0,55,75,30,1350,0,0,1400,0,0,1400,75,0,300,0,1455,1455
Cote d'Ivoire,2016,0,1300,0,30,75,15,1540,0,0,1600,0,0,1600,75,0,240,0,1630,1630
Cote d'Ivoire,2017,0,780,0,15,100,15,990,0,0,1090,0,0,1090,100,0,210,0,1105,1105
Cote d'Ivoire,2018,0,950,0,15,100,15,1150,0,0,1250,0,0,1250,100,0,200,0,1265,1265
Cote d'Ivoire,2019,0,1725,0,15,85,15,1915,0,0,2000,0,0,2000,85,0,190,0,2015,2015
Cote d'Ivoire,2020,0,1500,0,15,80,10,1725,0,0,1800,0,0,1800,80,0,225,0,1815,1815
Cuba,1961,700,88,15,65,612,80,88,15,0,700,0,0,0,612,0,0,0,780,780
Cuba,1962,750,130,18,80,620,98,130,18,0,750,0,0,0,620,0,0,0,848,848
Cuba,1963,630,18,25,98,612,123,18,25,0,630,0,0,0,612,0,0,0,753,753
Cuba,1964,475,35,75,123,575,63,35,75,0,475,0,0,0,575,0,0,0,673,673
Cuba,1965,600,65,35,63,550,83,65,35,0,600,0,0,0,550,0,0,0,698,698
Cuba,1966,460,85,115,83,460,113,85,115,0,460,0,0,0,460,0,0,0,658,658
Cuba,1967,450,135,135,113,480,83,135,135,0,450,0,0,0,480,0,0,0,698,698
Cuba,1968,450,100,115,83,450,98,100,115,0,450,0,0,0,450,0,0,0,648,648
Cuba,1969,500,120,130,98,500,108,120,130,0,500,0,0,0,500,0,0,0,728,728
Cuba,1970,500,175,115,108,500,48,175,115,0,500,0,0,0,500,0,0,0,723,723
Cuba,1971,475,210,225,48,475,63,210,225,0,475,0,0,0,475,0,0,0,748,748
Cuba,1972,460,175,200,63,460,88,175,200,0,460,0,0,0,460,0,0,0,723,723
Cuba,1973,475,225,190,88,475,53,225,190,0,475,0,0,0,475,0,0,0,753,753
Cuba,1974,500,205,250,53,500,98,205,250,0,500,0,0,0,500,0,0,0,803,803
Cuba,1975,450,175,150,98,400,123,175,150,0,450,0,0,0,400,0,0,0,698,698
Cuba,1976,365,180,149,123,400,57,180,149,0,365,0,0,0,400,0,0,0,637,637
Cuba,1977,400,165,201,57,400,93,165,201,0,400,0,0,0,400,0,0,0,658,658
Cuba,1978,262,127,275,93,400,103,127,275,0,262,0,0,0,400,0,0,0,630,630
Cuba,1979,223,148,270,103,400,48,148,270,0,223,0,0,0,400,0,0,0,596,596
Cuba,1980,372,182,213,48,400,51,182,213,0,372,0,0,0,400,0,0,0,633,633
Cuba,1981,344,205,240,51,350,80,205,240,0,344,0,0,0,350,0,0,0,635,635
Cuba,1982,383,221,270,80,350,162,221,270,0,383,0,0,0,350,0,0,0,733,733
Cuba,1983,300,267,285,162,325,155,267,285,0,300,0,0,0,325,0,0,0,747,747
Cuba,1984,385,287,200,155,325,128,287,200,0,385,0,0,0,325,0,0,0,740,740
Cuba,1985,400,252,150,128,300,126,252,150,0,400,0,0,0,300,0,0,0,678,678
Cuba,1986,396,225,125,126,275,147,225,125,0,396,0,0,0,275,0,0,0,647,647
Cuba,1987,408,225,15,147,200,145,225,15,0,408,0,0,0,200,0,0,0,570,570
Cuba,1988,436,225,25,145,215,166,225,25,0,436,0,0,0,215,0,0,0,606,606
Cuba,1989,450,230,25,166,250,161,230,25,0,450,0,0,0,250,0,0,0,641,641
Cuba,1990,475,225,15,161,250,176,225,15,0,475,0,0,0,250,0,0,0,651,651
Cuba,1991,480,225,15,176,250,196,225,15,0,480,0,0,0,250,0,0,0,671,671
Cuba,1992,450,159,15,196,213,289,159,15,0,450,0,0,0,213,0,0,0,661,661
Cuba,1993,335,116,0,289,195,313,116,0,0,335,0,0,0,195,0,0,0,624,624
Cuba,1994,285,132,0,313,194,272,132,0,0,285,0,0,0,194,0,0,0,598,598
Cuba,1995,284,125,0,272,194,237,125,0,0,284,0,0,0,194,0,0,0,556,556
Cuba,1996,285,123,0,237,194,205,123,0,0,285,0,0,0,194,0,0,0,522,522
Cuba,1997,366,114,0,205,189,268,114,0,0,366,0,0,0,189,0,0,0,571,571
Cuba,1998,300,112,0,268,195,261,112,0,0,300,0,0,0,195,0,0,0,568,568
Cuba,1999,280,104,0,261,200,237,104,0,0,280,0,0,0,200,0,0,0,541,541
Cuba,2000,328,118,0,237,200,247,118,0,0,328,0,0,0,200,0,0,0,565,565
Cuba,2001,313,96,0,247,213,251,96,0,0,313,0,0,0,213,0,0,0,560,560
Cuba,2002,285,92,0,251,220,224,92,0,0,285,0,0,0,220,0,0,0,536,536
Cuba,2003,239,58,0,224,224,181,58,0,0,239,0,0,0,224,0,0,0,463,463
Cuba,2004,224,30,0,181,243,132,30,0,0,224,0,0,0,243,0,0,0,405,405
Cuba,2005,154,23,0,132,200,63,23,0,0,154,0,0,0,200,0,0,0,286,286
Cuba,2006,125,8,0,63,180,0,8,0,0,125,0,0,0,180,0,0,0,188,188
Cuba,2007,100,13,0,0,87,0,13,0,0,100,0,0,0,87,0,0,0,100,100
Cuba,2008,70,5,0,0,65,0,5,0,0,70,0,0,0,65,0,0,0,70,70
Cuba,2009,127,6,0,0,121,0,6,0,0,127,0,0,0,121,0,0,0,127,127
Cuba,2010,120,7,0,0,113,0,7,0,0,120,0,0,0,113,0,0,0,120,120
Cuba,2011,120,5,0,0,115,0,5,0,0,120,0,0,0,115,0,0,0,120,120
Cuba,2012,170,11,0,0,159,0,11,0,0,170,0,0,0,159,0,0,0,170,170
Cuba,2013,125,13,0,0,112,0,13,0,0,125,0,0,0,112,0,0,0,125,125
Cuba,2014,150,14,0,0,136,0,14,0,0,150,0,0,0,136,0,0,0,150,150
Cuba,2015,150,11,0,0,139,0,11,0,0,150,0,0,0,139,0,0,0,150,150
Cuba,2016,150,19,0,0,131,0,19,0,0,150,0,0,0,131,0,0,0,150,150
Cuba,2017,150,15,0,0,135,0,15,0,0,150,0,0,0,135,0,0,0,150,150
Cuba,2018,100,14,0,0,86,0,14,0,0,100,0,0,0,86,0,0,0,100,100
Cuba,2019,100,15,0,0,85,0,15,0,0,100,0,0,0,85,0,0,0,100,100
Cuba,2020,100,15,0,0,85,0,15,0,0,100,0,0,0,85,0,0,0,100,100
Dominican Republic,1961,550,329,0,50,195,76,329,0,0,550,0,0,0,195,0,0,0,600,600
Dominican Republic,1962,649,459,0,76,201,65,459,0,0,649,0,0,0,201,0,0,0,725,725
Dominican Republic,1963,625,423,0,65,208,59,423,0,0,625,0,0,0,208,0,0,0,690,690
Dominican Republic,1964,755,536,0,59,214,64,536,0,0,755,0,0,0,214,0,0,0,814,814
Dominican Republic,1965,758,522,0,64,221,79,522,0,0,758,0,0,0,221,0,0,0,822,822
Dominican Republic,1966,709,421,0,79,228,139,421,0,0,709,0,0,0,228,0,0,0,788,788
Dominican Republic,1967,576,394,0,139,235,86,394,0,0,576,0,0,0,235,0,0,0,715,715
Dominican Republic,1968,706,445,0,86,242,105,445,0,0,706,0,0,0,242,0,0,0,792,792
Dominican Republic,1969,602,338,0,105,249,120,338,0,0,602,0,0,0,249,0,0,0,707,707
Dominican Republic,1970,795,486,0,120,257,137,521,0,0,795,35,0,0,257,0,0,0,915,915
Dominican Republic,1971,853,441,0,137,265,255,470,0,0,853,29,0,0,265,0,0,0,990,990
Dominican Republic,1972,768,391,0,255,273,311,439,0,0,768,48,0,0,273,0,0,0,1023,1023
Dominican Republic,1973,767,635,0,311,281,125,672,0,0,767,37,0,0,281,0,0,0,1078,1078
Dominican Republic,1974,853,527,0,125,290,85,603,0,0,853,76,0,0,290,0,0,0,978,978
Dominican Republic,1975,883,415,0,85,298,159,511,0,0,883,96,0,0,298,0,0,0,968,968
Dominican Republic,1976,1054,731,0,159,285,102,826,0,0,1054,95,0,0,285,0,0,0,1213,1213
Dominican Republic,1977,733,377,0,102,246,94,495,0,0,733,118,0,0,246,0,0,0,835,835
Dominican Republic,1978,1062,719,0,94,270,86,800,0,0,1062,81,0,0,270,0,0,0,1156,1156
Dominican Republic,1979,664,305,0,86,280,46,424,0,0,664,119,0,0,280,0,0,0,750,750
Dominican Republic,1980,1020,574,0,46,285,116,665,0,0,1020,91,0,0,285,0,0,0,1066,1066
Dominican Republic,1981,1105,415,0,116,292,440,489,0,0,1105,74,0,0,292,0,0,0,1221,1221
Dominican Republic,1982,812,503,0,440,297,346,610,0,0,813,107,0,1,297,0,0,0,1253,1253
Dominican Republic,1983,1156,508,0,346,302,695,508,0,0,1159,0,0,3,302,0,0,0,1505,1505
Dominican Republic,1984,863,529,0,695,304,733,529,0,0,871,0,0,8,304,0,0,0,1566,1566
Dominican Republic,1985,900,542,0,733,307,797,542,0,0,913,0,0,13,307,0,0,0,1646,1646
Dominican Republic,1986,895,731,0,797,307,665,735,0,0,910,4,0,15,307,0,0,0,1707,1707
Dominican Republic,1987,784,542,0,665,307,602,542,0,0,786,0,0,2,307,0,0,0,1451,1451
Dominican Republic,1988,835,512,0,602,310,617,512,0,0,837,0,0,2,310,0,0,0,1439,1439
Dominican Republic,1989,724,466,0,617,318,555,470,0,0,726,4,0,2,318,0,0,0,1343,1343
Dominican Republic,1990,754,585,0,555,340,382,589,0,0,756,4,0,2,340,0,0,0,1311,1311
Dominican Republic,1991,670,480,0,382,307,263,484,0,0,672,4,0,2,307,0,0,0,1054,1054
Dominican Republic,1992,700,337,0,263,310,314,341,0,0,702,4,0,2,310,0,0,0,965,965
Dominican Republic,1993,680,462,0,314,312,217,467,0,0,682,5,0,2,312,0,0,0,996,996
Dominican Republic,1994,543,283,0,217,314,161,287,0,0,545,4,0,2,314,0,0,0,762,762
Dominican Republic,1995,698,391,0,161,305,161,395,0,0,700,4,0,2,305,0,0,0,861,861
Dominican Republic,1996,793,550,0,161,307,95,554,0,0,795,4,0,2,307,0,0,0,956,956
Dominican Republic,1997,638,336,0,95,359,34,340,0,0,638,4,0,0,359,0,0,0,733,733
Dominican Republic,1998,941,402,0,34,325,245,405,0,0,941,3,0,0,325,0,0,0,975,975
Dominican Republic,1999,422,101,0,245,325,190,152,0,0,422,51,0,0,325,0,0,0,667,667
Dominican Republic,2000,694,146,0,190,325,360,199,0,0,694,53,0,0,325,0,0,0,884,884
Dominican Republic,2001,439,122,0,360,327,350,122,0,0,439,0,0,0,327,0,0,0,799,799
Dominican Republic,2002,435,82,0,350,343,355,87,0,0,435,5,0,0,343,0,0,0,785,785
Dominican Republic,2003,455,304,0,355,300,200,310,0,0,455,6,0,0,300,0,0,0,810,810
Dominican Republic,2004,351,46,0,200,500,5,46,0,0,351,0,0,0,500,0,0,0,551,551
Dominican Republic,2005,491,36,0,5,460,0,36,0,0,491,0,0,0,460,0,0,0,496,496
Dominican Republic,2006,310,48,0,0,262,0,48,0,0,310,0,0,0,262,0,0,0,310,310
Dominican Republic,2007,390,50,0,0,340,0,50,0,0,390,0,0,0,340,0,0,0,390,390
Dominican Republic,2008,465,41,0,0,424,0,41,0,0,465,0,0,0,424,0,0,0,465,465
Dominican Republic,2009,545,42,0,0,503,0,42,0,0,545,0,0,0,503,0,0,0,545,545
Dominican Republic,2010,500,36,0,0,464,0,36,0,0,500,0,0,0,464,0,0,0,500,500
Dominican Republic,2011,500,48,0,0,452,0,48,0,0,500,0,0,0,452,0,0,0,500,500
Dominican Republic,2012,500,47,0,0,453,0,47,0,0,500,0,0,0,453,0,0,0,500,500
Dominican Republic,2013,475,36,0,0,439,0,36,0,0,475,0,0,0,439,0,0,0,475,475
Dominican Republic,2014,275,23,0,0,252,0,23,0,0,275,0,0,0,252,0,0,0,275,275
Dominican Republic,2015,225,17,0,0,208,0,17,0,0,225,0,0,0,208,0,0,0,225,225
Dominican Republic,2016,225,15,0,0,210,0,15,0,0,225,0,0,0,210,0,0,0,225,225
Dominican Republic,2017,225,13,0,0,212,0,13,0,0,225,0,0,0,212,0,0,0,225,225
Dominican Republic,2018,125,13,0,0,112,0,13,0,0,125,0,0,0,112,0,0,0,125,125
Dominican Republic,2019,125,10,0,0,115,0,10,0,0,125,0,0,0,115,0,0,0,125,125
Dominican Republic,2020,125,10,0,0,115,0,10,0,0,125,0,0,0,115,0,0,0,125,125
Ecuador,1961,584,533,0,238,94,205,533,0,0,594,0,0,10,87,7,0,0,832,832
Ecuador,1962,715,709,0,205,98,126,709,0,0,728,0,0,13,90,8,0,0,933,933
Ecuador,1963,609,565,0,126,101,86,565,0,0,626,0,0,17,93,8,0,0,752,752
Ecuador,1964,599,480,0,86,105,120,480,0,0,619,0,0,20,96,9,0,0,705,705
Ecuador,1965,760,704,0,120,108,91,704,0,0,783,0,0,23,99,9,0,0,903,903
Ecuador,1966,934,846,0,91,113,92,846,0,0,960,0,0,26,103,10,0,0,1051,1051
Ecuador,1967,852,742,0,92,116,133,742,0,0,899,0,0,47,105,11,0,0,991,991
Ecuador,1968,1065,933,0,133,120,178,933,0,0,1098,0,0,33,108,12,0,0,1231,1231
